"RunDirectory","SourcePath","DestinationPath","SizeBytes","SizeMiB","SHA256","SourceStillPresent","DestinationVerified"
"log-20260608-004519-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004519-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004519-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","56787","0,054","B0B69DC936132E64CDAADBBB9829D8BCB5A5B96A308823562D5F9D16B8E90ADB","True","True"
"log-20260608-004519-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004519-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004519-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3569","0,003","03680F6E1953DE100C6CAD24087570272A163F9DE92ED09881B7D8C154B9DAE2","True","True"
"log-20260608-004519-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004519-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004519-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2741","0,003","F3E62DD11D8B44AD7C3F5CA423F09C4039193734FC6971570671955DFE98ED12","True","True"
"log-20260608-004604-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004604-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004604-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3419","0,003","550EF172524B59ED3F933DBEDAA9BA0DD9187AD143F6CEA97964B0AB07C75536","True","True"
"log-20260608-004604-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004604-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004604-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1524","0,001","65669CA546FA8DEFBBEB6E8B992CC35B38D00487F6EF197C16EE6C753A933410","True","True"
"log-20260608-004604-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004604-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004604-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","58220","0,056","4E15E98D3A85DC68000513428757FFCC520A2FCE31151E9F413BE61D0865500C","True","True"
"log-20260608-004604-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004604-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004604-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3569","0,003","7E78E4C59F16EFD8EDAF451AB33B30E9ACCCEBBDFCB9B8943D8F14D1FE17C307","True","True"
"log-20260608-004604-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004604-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004604-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2741","0,003","57CC240CA5E023CA88B53B1688EBDDDCE76076BE923B9ABAD4EB724973118990","True","True"
"log-20260608-004650-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004650-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004650-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3420","0,003","9DFE21DDEFE7A8EA63896BD8A3310B10656DFE9550BAE0FFA4153364A09B097C","True","True"
"log-20260608-004650-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004650-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004650-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1525","0,001","7C3A925F8F1E0AE1D165705C8267A5072B6DC969D3853FB3CEBF561B98757ADA","True","True"
"log-20260608-004650-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004650-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004650-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","51949","0,05","147C4244C3E4FA0886B5C133AE3D1B5ED7EDDEA4195F123633692350DA3E6140","True","True"
"log-20260608-004650-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004650-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004650-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3570","0,003","73F34FED0CD1A1E0ED5F13E91F8DE2D71044D7736025DF67859166860F038A03","True","True"
"log-20260608-004650-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004650-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004650-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2742","0,003","EB0617DC181E26360C5131142318BFCD3F5F88E986A1E9A7714DEB36C17D44F0","True","True"
"log-20260608-004738-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004738-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004738-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3419","0,003","2025B707A918760DFBB07B2CE7649C71E57AA0A0E8E320962CAD5EC815A0516D","True","True"
"log-20260608-004738-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004738-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004738-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1524","0,001","CB1C374F0687F20FC8D133E980E5356C974DAC298B5FE354EC013F789D3C550C","True","True"
"log-20260608-004738-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004738-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004738-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","55447","0,053","55234B9D9C7C8EADFFAB34E78BF40417EF7A573056765CBA4939689E71ED2F65","True","True"
"log-20260608-004738-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004738-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004738-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3570","0,003","35F9EFB0AF0BEE2F61B57CE223449259B2DC7250979BE2397D1460F00C576EFC","True","True"
"log-20260608-004738-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004738-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004738-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2742","0,003","1A46F695B13CC94D310AFD254F6E0628DBB6A3A7E618C5A340E5C5F5112C8C38","True","True"
"log-20260608-014604-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-014604-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-014604-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","10797","0,01","8AE078FCACAB2A53E244DF9A54375537EBDE288A8A389C2B0E92012CF0941407","True","True"
"log-20260608-020553-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-020553-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-020553-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","10797","0,01","8AE078FCACAB2A53E244DF9A54375537EBDE288A8A389C2B0E92012CF0941407","True","True"
"log-20260608-103416-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-103416-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-103416-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","10797","0,01","8AE078FCACAB2A53E244DF9A54375537EBDE288A8A389C2B0E92012CF0941407","True","True"
"log-20260608-112349-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-112349-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-112349-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3415","0,003","80D1DD0C17C0D581591F7657214FCE8E3363375E2BDC4FFB491D1D3B6BD9481F","True","True"
"log-20260608-112349-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-112349-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-112349-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1520","0,001","F1ACD1B5F3B3993569D393D39423D0FB1647347EFEE9A07278D048F92E28CAF9","True","True"
"log-20260608-112349-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-112349-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-112349-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","27518","0,026","72B5F6FC50531BA03EEED4999EA7461E71929948673B0FC004B574E42717F0AB","True","True"
"log-20260608-112349-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-112349-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-112349-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3569","0,003","FA2B569543F61E4CD7ACFEF956F5DD66E4E2B2374CF2A9CF27D3101AAACF6D05","True","True"
"log-20260608-112349-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-112349-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-112349-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2741","0,003","30DB79BD5C4D494E7309F75E889995226A325C2339CDCC1F76D454F5BEB0EC42","True","True"
"log-20260608-114537-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-114537-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-114537-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3419","0,003","832E3910666D50CAAD1B0A3E3B9B3E2C66108B41F89671E35F94CF70118475E6","True","True"
"log-20260608-114537-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-114537-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-114537-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1524","0,001","F24777E849A38F155CE57D60B431393717BFF39BF70E6B3023E712DD90C92061","True","True"
"log-20260608-114537-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-114537-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-114537-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","10797","0,01","8AE078FCACAB2A53E244DF9A54375537EBDE288A8A389C2B0E92012CF0941407","True","True"
"log-20260608-114537-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-114537-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-114537-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3572","0,003","DA32A7D0F5983106C98D73ABDC3AEBCEFC43ABB098C8DB767D93981A53BC3811","True","True"
"log-20260608-114537-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-114537-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-114537-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2744","0,003","EC81457D6C109D93A38A5D911D06F733480C0A0F50B6EC9B6A7D789E6F8405A6","True","True"
"log-20260608-125754-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-125754-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-125754-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3711","0,004","85E1E6ADC5D8FA53F7CCA5A8BA23204F812785301E34F75F4E8EAB2B7703A797","True","True"
"log-20260608-125754-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-125754-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-125754-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1867","0,002","C38494EA73F99827AC2BBD3424CCABC6F71B3CFE57E12176A63428F244C73D67","True","True"
"log-20260608-125754-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-125754-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-125754-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","27518","0,026","72B5F6FC50531BA03EEED4999EA7461E71929948673B0FC004B574E42717F0AB","True","True"
"log-20260608-125754-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-125754-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-125754-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3954","0,004","942D61B476A69D33AF13B1C5CBB10F821F6917A6C2D25068975A90E25758C4F6","True","True"
"log-20260608-125754-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-125754-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-125754-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","3136","0,003","B35AD7E3DC4B0C7B6FB792B974EE75BD06BDC081007579C478FC0B2023FE8FCF","True","True"
"log-20260608-155008-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-155008-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-155008-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3724","0,004","35BF9867ABF15097D67184CE6A566FD4E9DF097A9860078DC9499DD9B0791CAC","True","True"
"log-20260608-155008-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-155008-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-155008-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1876","0,002","473419BDEA981984A69870B68D87475B95A31F2BB57CE2C8FBE49F55E73C992D","True","True"
"log-20260608-155008-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-155008-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-155008-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","10797","0,01","8AE078FCACAB2A53E244DF9A54375537EBDE288A8A389C2B0E92012CF0941407","True","True"
"log-20260608-155008-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-155008-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-155008-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3968","0,004","607961A55D91FD383519DE3EC1716070938F7DC1CE06ED1AA78A21DD3173343A","True","True"
"log-20260608-155008-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-155008-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-155008-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","3146","0,003","EA3DC6F408823B5FF426342E23BB225CA3F15838DA4A4D1AC428F0BCF5F97F97","True","True"
"log-20260608-164006-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-164006-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-164006-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","4251","0,004","A2D87C8A424476AB17DBC46CD597C58419A04FDF12F70E29C7DE25D49BB18793","True","True"
"log-20260608-164006-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-164006-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-164006-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","2315","0,002","173AE2F488A9EB2C5B50609749490B1D252AA2138ACF27B8FF3C8F9E48D89C44","True","True"
"log-20260608-164006-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-164006-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-164006-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","10797","0,01","8AE078FCACAB2A53E244DF9A54375537EBDE288A8A389C2B0E92012CF0941407","True","True"
"log-20260608-164006-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-164006-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-164006-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","4496","0,004","A5BB08A784F011EEC13718E6AEECBD96E356FBFF1161C360C3800509F78F9610","True","True"
"log-20260608-164006-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-164006-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-164006-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","3621","0,003","6B0278A937015B36B959DE63A709398AA2A34D9AD4837D4D0780D78F14C0DC89","True","True"
